date_from,date_to,region_code,region_name,pollutant,value_mean,value_min,value_max,value_stdev,sample_count,no_data_count,data_mask_valid_count,unit,source,aggregation_interval,quality_status
2024-11-01T00:00:00Z,2024-12-01T00:00:00Z,SI042,Gorenjska,NO2,2.152e-05,1.507e-05,3.121e-05,5.38e-06,389,22,367,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-12-01T00:00:00Z,2025-01-01T00:00:00Z,SI042,Gorenjska,NO2,2.361e-05,1.652e-05,3.423e-05,5.9e-06,282,8,274,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-01-01T00:00:00Z,2024-02-01T00:00:00Z,SI043,Goriška,NO2,3.326e-05,2.328e-05,4.822e-05,8.31e-06,318,22,296,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-02-01T00:00:00Z,2024-03-01T00:00:00Z,SI043,Goriška,NO2,2.859e-05,2.001e-05,4.145e-05,7.15e-06,289,16,273,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-03-01T00:00:00Z,2024-04-01T00:00:00Z,SI043,Goriška,NO2,2.253e-05,1.577e-05,3.267e-05,5.63e-06,312,6,306,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-04-01T00:00:00Z,2024-05-01T00:00:00Z,SI043,Goriška,NO2,1.863e-05,1.304e-05,2.702e-05,4.66e-06,358,16,342,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-05-01T00:00:00Z,2024-06-01T00:00:00Z,SI043,Goriška,NO2,1.756e-05,1.229e-05,2.546e-05,4.39e-06,290,16,274,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-06-01T00:00:00Z,2024-07-01T00:00:00Z,SI043,Goriška,NO2,1.293e-05,9.05e-06,1.875e-05,3.23e-06,333,26,307,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-07-01T00:00:00Z,2024-08-01T00:00:00Z,SI043,Goriška,NO2,1.26e-05,8.82e-06,1.827e-05,3.15e-06,384,24,360,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-08-01T00:00:00Z,2024-09-01T00:00:00Z,SI043,Goriška,NO2,1.397e-05,9.78e-06,2.025e-05,3.49e-06,319,12,307,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-09-01T00:00:00Z,2024-10-01T00:00:00Z,SI043,Goriška,NO2,1.877e-05,1.314e-05,2.722e-05,4.69e-06,325,18,307,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-10-01T00:00:00Z,2024-11-01T00:00:00Z,SI043,Goriška,NO2,1.884e-05,1.319e-05,2.732e-05,4.71e-06,286,10,276,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-11-01T00:00:00Z,2024-12-01T00:00:00Z,SI043,Goriška,NO2,2.51e-05,1.757e-05,3.64e-05,6.28e-06,385,30,355,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-12-01T00:00:00Z,2025-01-01T00:00:00Z,SI043,Goriška,NO2,2.808e-05,1.966e-05,4.072e-05,7.02e-06,343,13,330,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-01-01T00:00:00Z,2024-02-01T00:00:00Z,SI044,Obalno-kraška,NO2,3.777e-05,2.644e-05,5.477e-05,9.44e-06,377,6,371,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-02-01T00:00:00Z,2024-03-01T00:00:00Z,SI044,Obalno-kraška,NO2,3.463e-05,2.424e-05,5.021e-05,8.66e-06,400,12,388,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-03-01T00:00:00Z,2024-04-01T00:00:00Z,SI044,Obalno-kraška,NO2,2.846e-05,1.992e-05,4.127e-05,7.11e-06,369,14,355,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-04-01T00:00:00Z,2024-05-01T00:00:00Z,SI044,Obalno-kraška,NO2,2.489e-05,1.743e-05,3.61e-05,6.22e-06,338,12,326,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-05-01T00:00:00Z,2024-06-01T00:00:00Z,SI044,Obalno-kraška,NO2,2.013e-05,1.409e-05,2.919e-05,5.03e-06,364,13,351,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-06-01T00:00:00Z,2024-07-01T00:00:00Z,SI044,Obalno-kraška,NO2,1.633e-05,1.143e-05,2.368e-05,4.08e-06,297,29,268,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-07-01T00:00:00Z,2024-08-01T00:00:00Z,SI044,Obalno-kraška,NO2,1.48e-05,1.036e-05,2.147e-05,3.7e-06,382,26,356,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-08-01T00:00:00Z,2024-09-01T00:00:00Z,SI044,Obalno-kraška,NO2,1.739e-05,1.218e-05,2.522e-05,4.35e-06,417,15,402,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-09-01T00:00:00Z,2024-10-01T00:00:00Z,SI044,Obalno-kraška,NO2,2.097e-05,1.468e-05,3.041e-05,5.24e-06,346,10,336,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-10-01T00:00:00Z,2024-11-01T00:00:00Z,SI044,Obalno-kraška,NO2,2.477e-05,1.734e-05,3.592e-05,6.19e-06,347,6,341,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-11-01T00:00:00Z,2024-12-01T00:00:00Z,SI044,Obalno-kraška,NO2,3.124e-05,2.187e-05,4.53e-05,7.81e-06,360,18,342,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
2024-12-01T00:00:00Z,2025-01-01T00:00:00Z,SI044,Obalno-kraška,NO2,3.618e-05,2.532e-05,5.246e-05,9.04e-06,410,8,402,mol/m^2,Sentinel Hub Statistical API / Sentinel-5P,P1M,valid
